Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,min_MPG,max_MPG,avg_MPG
2022,Honda,Civic Sport,Honda Certified,27472,4.8,229,Rallye Red,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F54NH547447,P9598,20915,4.6,4.9,4.4,4.6,4.6,4.7,CO,Dealer,30,37,33.5
2023,Honda,Pilot TrailSport,New,51735,4.6,985,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H69PB001849,2C0244,8,5,5,5,5,5,5,CO,Dealer,18.98181818,24.96363636,21.97272727
2020,Honda,Accord Sport 1.5T,Used,24900,4.6,985,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36LA023093,2B1182A,16771,4.8,4.8,4.8,4.8,4.9,4.9,CO,Dealer,29,35,32
2016,Honda,Accord EX-L,Used,18998,5,425,White Orchid Pearl,fwd,Gasoline,cvt,4 Cylinder Engine,1HGCR2F98GA020491,Z4472A,74262,4.8,4.7,4.7,4.7,4.8,4.8,CO,Dealer,27,37,32
2017,Honda,Ridgeline RTL-E,Used,28412,4.9,1838,Silver,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F71HB022600,RM13417,61914,4.8,4.7,4.7,4.4,4.7,4.7,CO,Dealer,18,25,21.5
2018,Honda,Civic Si,Used,23954,4.9,2598,Energy Green Pearl,fwd,Gasoline,manual,4 Cylinder Engine,2HGFC3A50JH750512,STK750512,54677,4.7,4.7,4.8,4.8,4.9,4.8,CO,Dealer,28,38,33
2023,Honda,Civic Si Base,New,29590,5,1370,Platinum White Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E58PH471326,2H30223,3,4.7,4.8,4.7,4.8,4.8,4.9,CO,Dealer,27.07407407,37.07407407,32.07407407
2023,Honda,Ridgeline Black Edition,New,48359,4.8,2,NH 883P,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F80PB017461,BN72,10,5,4.8,4.8,4.2,5,5,WY,Dealer,18.07692308,24.26923077,21.17307692
2023,Honda,Ridgeline RTL-E,New,44047.35211,4.7,139,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F77PB003208,PB003208,4,5,4.8,4.8,4.2,5,5,TX,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Ridgeline RTL-E,Used,39000,4.7,139,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F77NB018756,NB018756A,4659,5,4.9,4.9,4.3,4.7,5,TX,Dealer,18,24,21
2023,Honda,HR-V EX-L,New,29195,4.9,3405,Lunar Silver Metallic,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ1H72PM727078,PM727078,10,4,5,4,5,5,5,TX,Dealer,26,31.2,28.6
2023,Honda,CR-V Hybrid Sport Touring,New,40231,4.9,3405,Platinum White Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800247,PH800247,10,5,3,4,4,5,5,TX,Dealer,40,34,37
2023,Honda,Odyssey Touring,New,46400,5,1143,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H81PB038053,34456,1,5,5,4,4,4,5,NE,Dealer,19.05405405,27.97297297,23.51351351
2016,Honda,Pilot Touring,Used,25699,4.6,62,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H90GB113627,14821,82781,4.7,4.6,4.5,4.4,4.6,4.6,NE,Dealer,19,26,22.5
2023,Honda,HR-V EX-L,New,29195,4.8,723,Modern Steel Metallic,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ1H73PM727719,H727719,5,4,5,4,5,5,5,KS,Dealer,26,31.2,28.6
2023,Honda,Passport TrailSport,New,45580,4.6,527,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H61PB000836,PB000836,7,5,5,4.9,5,4.9,5,TX,Dealer,19,24,21.5
2022,Honda,Accord Sport 1.5T,Honda Certified,29999,4.9,559,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F30NA062202,P4023,7038,5,5,5,5,5,5,TX,Dealer,29,35,32
2022,Honda,Pilot Touring 7-Passenger,New,48860,5,2231,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H62NB101014,221943,0,5,5,5,5,5,5,MN,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport,New,35745,5,2231,Meteorite Gray Metallic,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H59PH805142,230354,0,5,3,4,4,5,5,MN,Dealer,41.8,35.2,38.5
2006,Honda,S2000,Used,17995,4.6,3,Green,rwd,Gasoline,manual,2.2L I4 16V MPFI DOHC,JHMAP21436S003175,64497397,136161,4,4.5,4.7,4.6,4.8,4.8,MN,Dealer,20,26,23
2020,Honda,Accord Sport 1.5T,Honda Certified,26997,3.9,1075,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33LA085583,L253466,22769,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer,29,35,32
2022,Honda,Pilot Black Edition,Used,48994,5,56,Black,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H78NB043855,A4539,5489,5,5,5,5,5,5,IA,Dealer,19,26,22.5
2018,Honda,CR-V Touring,Used,25990,4.7,3,White Diamond Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRW2H94JH602151,L2925X,67114,4.8,4.7,4.7,4.6,4.7,4.7,LA,Dealer,27,33,30
2022,Honda,Passport EX-L,New,39124,4,277,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H50NB029331,QNF029331,6,5,5,4.9,5,4.9,5,IA,Dealer,19,24,21.5
2023,Honda,Odyssey Sport,Honda Certified,46988,4,277,Sonic Gray Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H78PB003324,QDU003324,12312,5,5,4,4,4,5,IA,Dealer,19,28,23.5
2009,Honda,Civic LX,Used,10990,4.4,3,Royal Blue Pearl,fwd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,2HGFA16569H501131,P3619,73723,4.2,4.4,4.3,4.5,4.4,4.7,IL,Dealer,25,36,30.5
2019,Honda,HR-V EX-L,Used,25500,4.6,325,Gray,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H78KM714940,H2449A,17034,4.6,4.6,4.4,4.6,4.8,4.7,IL,Dealer,26,31,28.5
2022,Honda,Pilot Sport,New,39375,4.6,1607,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H35NB038233,NB038233,5,5,5,5,5,5,5,TN,Dealer,20,27,23.5
2020,Honda,Odyssey Elite,Used,40596,4.9,837,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H92LB007347,P7046,34082,4.8,4.8,4.7,4.6,4.7,4.7,IL,Dealer,19,28,23.5
2021,Honda,Pilot Black Edition,Used,38613,5,1654,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H77MB012613,22VL281A,37726,4.9,4.8,4.8,4.7,4.7,4.8,WI,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,39845,4.4,1172,Lunar Silver Metallic,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H92PH800156,R33203,11,5,3,4,4,5,5,LA,Dealer,40,34,37
2022,Honda,Pilot EX-L,New,43000,5,3543,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB097889,98220,13,5,5,5,5,5,5,IL,Dealer,19,26,22.5
2023,Honda,CR-V EX-L,New,36900,4.6,1874,Still Night Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H73PH401498,PH401498,5,5,5,5,4,4,5,IL,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,CR-V Hybrid Sport Touring,New,39240,3.9,161,Radiant Red Metallic,awd,Hybrid,cvt,Gas/Electric I-4 2.0 L/122,7FARS6H97PE003114,62476,1,5,3,4,4,5,5,WI,Dealer,40,34,37
2021,Honda,Ridgeline Sport,Used,33661,3.9,235,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F12MB006511,A17950,6883,4.9,4.7,4.7,4.5,4.9,4.6,IN,Dealer,18,24,21
2023,Honda,CR-V EX-L,New,35400,3,591,Mountain Air Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H73PH301833,H01833,5,5,5,5,4,4,5,TN,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,Civic Touring,New,30745,3,591,Meteorite Gray Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HGFE1F9XPH301034,H01034,5,4.6,4.7,4.6,4.6,4.8,4.7,TN,Dealer,31.07692308,39.53846154,35.30769231
2008,Honda,Ridgeline RTX,Used,11891,4.8,144,Black,awd,Gasoline,automatic,3.5L V6 24V MPFI SOHC,2HJYK16368H510151,510151,116056,4.7,4.5,4.3,4.5,4.4,4.7,IN,Dealer,15,20,17.5
2022,Honda,Pilot Sport,New,41375,5,1944,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB087062,H87062,2,5,5,5,5,5,5,TN,Dealer,19,26,22.5
2019,Honda,Odyssey Touring,Used,35045,4.1,421,Gray,fwd,Gasoline,automatic,V6 Cylinder Engine,5FNRL6H80KB028011,CP23183A,46336,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer,19,28,23.5
2022,Honda,Accord Sport 1.5T,New,29470,4.9,826,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA116555,NA116555,9,5,5,5,5,5,5,MI,Dealer,29,35,32
2023,Honda,CR-V Hybrid Sport Touring,New,39845,5,5005,Black,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH800110,23119,158,5,3,4,4,5,5,IN,Dealer,40,34,37
2023,Honda,Odyssey Sport,New,42655,4.4,38,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H74PB032495,53111,6,5,5,4,4,4,5,IN,Dealer,19,28,23.5
2023,Honda,Pilot TrailSport,New,51845,3,2142,Sky,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H69PB004508,2742582,4,5,5,5,5,5,5,OH,Dealer,18.98181818,24.96363636,21.97272727
2023,Honda,CR-V Hybrid Sport Touring,New,41056,4.7,1992,Platinum White Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,7FARS6H94PE004897,62486,2,5,3,4,4,5,5,OH,Dealer,40,34,37
2022,Honda,Passport EX-L,New,44665,4.5,1732,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H51NB027717,496062,35,5,5,4.9,5,4.9,5,GA,Dealer,19,24,21.5
2019,Honda,Passport Sport,Used,23900,4.9,862,Silver,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF7H29KB005279,PC201199A,34973,4.8,4.7,4.7,4.6,4.7,4.8,FL,Dealer,20,25,22.5
2022,Honda,Accord Sport 1.5T,Honda Certified,29487,4.8,2243,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA005389,NA005389,6275,5,5,5,5,5,5,TN,Dealer,29,35,32
2007,Honda,Accord EX,Used,8920,4.5,2,Silver,fwd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,1HGCM56747A121574,LC121574,91389,4.5,4.4,4.5,4.6,4.4,4.7,GA,Dealer,24,34,29
2023,Honda,Passport Elite,New,48540,4.8,4218,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB002573,H230206,4,5,5,4.9,5,4.9,5,OH,Dealer,19,24,21.5
2022,Honda,Civic Sport,Used,26947,3.9,42,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F5XNH602824,23C61A,1793,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer,30,37,33.5
2021,Honda,Pilot Special Edition,Used,35996,4.8,10,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H23MB102555,N8063A,19385,4.9,4.8,4.8,4.7,4.7,4.8,WV,Dealer,19,26,22.5
2022,Honda,Accord Sport 2.0T,New,35150,4.9,671,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA023887,64863,0,5,5,5,5,5,5,OH,Dealer,22,32,27
2022,Honda,Accord Sport 2.0T,New,34755,4.8,140,Crystal,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F3XNA021386,H4092,4,5,5,5,5,5,5,NC,Dealer,22,32,27
2020,Honda,Passport Sport,Used,28995,3.9,1600,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF7H21LB000272,A8F-00272,36794,4.9,4.8,4.8,4.6,4.8,4.8,NC,Dealer,20,25,22.5
2023,Honda,CR-V EX,New,32750,5,3207,Radiant Red Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS3H43PE003601,DQ10007,0,5,5,5,4,4,5,NC,Dealer,26.14772727,31.85227273,29
2018,Honda,Odyssey LX,Honda Certified,21829,4.8,1278,Modern Steel Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H26JB090104,CHAS18001,81115,4.8,4.7,4.6,4.3,4.7,4.6,FL,Dealer,19,28,23.5
2021,Honda,Civic Sport,Used,22884,4.7,4,Charcoal,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,2HGFC2F88MH548583,7002675,42828,4.6,4.7,4.7,4.6,4.8,4.6,NC,Dealer,29,37,33
2021,Honda,Passport EX-L,Used,30888,4.4,614,Black,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF7H55MB004868,DP6779,31617,4.9,4.7,4.8,4.6,4.8,4.8,NC,Dealer,20,25,22.5
2022,Honda,Passport EX-L,New,44665,5,8363,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB027303,H209645,12,5,5,4.9,5,4.9,5,NC,Dealer,19,24,21.5
2020,Honda,Pilot EX-L,Used,33990,5,1027,Taffeta White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H53LB062695,L2547A,30614,4.6,4.5,4.2,4.1,4.5,4.1,NY,Dealer,18,26,22
2014,Honda,Pilot Touring,Used,19998,4.6,16,White,fwd,Gasoline,automatic,3.5L V6 24V MPFI SOHC,5FNYF3H98EB015828,23466712,122634,4.7,4.6,4.6,4.6,4.5,4.7,VA,Dealer,18,25,21.5
2022,Honda,Pilot Sport,New,41375,3.1,1297,Crystal Black Pearl,awd,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H37NB085060,NB085060,0,5,5,5,5,5,5,VA,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,41375,3.5,659,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB085069,CHF220380,3,5,5,5,5,5,5,FL,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,41375,3.5,659,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB086955,CHF220395,4,5,5,5,5,5,5,FL,Dealer,19,26,22.5
2016,Honda,CR-Z EX-L,Used,20727,4.9,1737,Polished Metal Metallic,fwd,Hybrid,cvt,Gas/Electric I-4 1.5 L/91,JHMZF1D67GS001573,N48097A,50027,4.8,4.5,4.8,4.6,4.9,4.9,NC,Dealer,36,39,37.5
2017,Honda,Accord EX,Used,22995,4.8,181,Modern Steel Metallic,fwd,Gasoline,automatic,2.4L I4 16V GDI DOHC,1HGCR2F75HA270612,2703A,53000,4.8,4.8,4.8,4.8,4.8,4.9,NY,Dealer,27,36,31.5
2019,Honda,Civic Type R Touring,Used,41799,4.1,524,Championship White,fwd,Gasoline,manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G77KU205551,P1545,7578,4.6,4.7,5,4.8,4.8,4.8,MD,Dealer,22,28,25
2023,Honda,Odyssey Sport,New,43160,5,4674,Platinum White,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H78PB035464,H34549,10,5,5,4,4,4,5,VA,Dealer,19,28,23.5
2022,Honda,Accord Sport 1.5T,New,31075,5,3575,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA113654,S87768,3,5,5,5,5,5,5,PA,Dealer,29,35,32
2023,Honda,CR-V EX-L,New,36505,4.7,536,Crystal Black Pearl,awd,Gasoline,cvt,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,2HKRS4H74PH401879,H29416,0,5,5,5,4,4,5,DE,Dealer,27,32,29.5
2019,Honda,Passport Sport,Used,26999,4.9,611,Red,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H23KB016364,016364B,29763,4.8,4.7,4.7,4.6,4.7,4.8,NJ,Dealer,19,24,21.5
2023,Honda,Pilot Sport,New,42545,4.8,4583,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H3XPB002238,PB002238,6,5,5,5,5,5,5,NJ,Dealer,19.10945274,26.10447761,22.60696517
2023,Honda,CR-V EX-L,New,36505,5,7642,Lunar Silver Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RS4H70PL000108,PL000108,40,5,5,5,4,4,5,NJ,Dealer,26.13043478,32.0326087,29.08152174
2022,Honda,Pilot Special Edition,New,44205,4.5,3416,Dark Cherry Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H2XNB100951,227285,8,5,5,5,5,5,5,NJ,Dealer,19,26,22.5
2023,Honda,Odyssey Elite,New,50765,5,5331,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H96PB001895,PB001895,10,5,5,4,4,4,5,NJ,Dealer,19,28,23.5
1991,Honda,Civic LX,Used,14998,4.6,33,Red,fwd,Gasoline,automatic,1.5L I4 16V SOHC,1HGED3655ML008180,C4765,57138,4.1,4,3.9,4.8,3.9,4.7,VT,Dealer,29.43181818,38.65517241,33.82386364
2022,Honda,Accord Hybrid Sport,New,32560,4.8,658,Still Night Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F24NA046796,220745,2,4.9,5,5,4.9,4.9,5,MA,Dealer,44,41,42.5
2023,Honda,Civic Sport Touring,New,32040,5,1337,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,19XFL1H80PE001524,H230257,1,4.6,4.9,4.4,4.6,4.6,4.7,MA,Dealer,29.8,36.66666667,33.23333333
2019,Honda,Odyssey EX-L,Used,28444,4.8,1184,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H79KB003115,KB003115,48198,4.8,4.6,4.5,4.3,4.7,4.5,ME,Dealer,19,28,23.5
2020,Honda,CR-V EX-L,Used,25997,3.9,50,1,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARW1H84LE001765,A34161,52137,4.9,4.8,4.8,4.8,4.9,4.9,CA,Dealer,28,34,31
2023,Honda,Accord LX,New,28845,5,619,Platinum White Pearl,fwd,Gasoline,cvt,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1HGCY1F21PA000437,230253,0,4.7,4.7,4.7,4.7,4.8,4.8,CA,Dealer,29,37,33
2023,Honda,Civic EX,New,27040,4.8,1780,Lunar Silver Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HGFE1F74PH302971,PH302971,3,4.7,4.7,4.8,4.8,4.8,4.8,CA,Dealer,30.6119403,40.07462687,35.34328358
2020,Honda,Ridgeline Sport,Used,31998,4.3,232,Gray,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F14LB017041,60393,15569,4.8,4.7,4.6,4.5,4.7,4.7,CA,Dealer,19,24,21.5
2022,Honda,Pilot EX-L,New,42000,4.9,79,Platinum White Pearl,fwd,Gasoline,automatic,V6 Cylinder Engine,5FNYF5H59NB038026,O00230,3,5,5,5,5,5,5,CA,Dealer,20,27,23.5
2022,Honda,Accord Sport 2.0T,New,35150,5,5,Still Night Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA024377,AC0385,10,5,5,5,5,5,5,NM,Dealer,22,32,27
2019,Honda,Accord EX,Used,26495,4.9,36,Platinum White,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F49KA040381,A040381,33831,4.7,4.7,4.7,4.7,4.8,4.8,ID,Dealer,30,38,34
2017,Honda,Accord EX-L,Used,22900,4.2,185,Black,fwd,Gasoline,automatic,2.4L I4 16V GDI DOHC,1HGCR2F80HA803197,803197,81411,4.8,4.8,4.8,4.8,4.8,4.9,ID,Dealer,27,36,31.5
2017,Honda,Ridgeline RTL,Used,30995,4.8,1650,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F5XHB001985,HB001985,39988,4.8,4.7,4.7,4.4,4.7,4.7,OR,Dealer,18,25,21.5
2022,Honda,CR-V EX-L,New,34225,4.2,824,Lunar Silver Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRW2H83NH620489,23197,3500,4.9,4.8,4.7,4.8,4.7,4.9,CO,Dealer,27,32,29.5
2022,Honda,Passport EX-L,Used,36995,4.5,1126,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H51NB025126,NB025126,787,5,5,4.9,5,4.9,5,WA,Dealer,19,24,21.5
2019,Honda,Passport Touring,Used,32598,4.4,153,Blue,awd,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H98KB007351,14BZ909P,40637,4.8,4.7,4.7,4.6,4.7,4.8,KS,Dealer,19,24,21.5
2023,Honda,Pilot Touring,New,52890,4.8,2503,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H74PB005591,H3005591,0,4.7,4.6,4.5,4.5,4.6,4.7,TX,Dealer,18.25,24.85,21.55
2021,Honda,Civic Type R Touring,Used,42488,4.9,61,Sonic Gray Pearl,fwd,Gasoline,manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G77MU201423,5159555A,21325,5,4.8,5,4.8,4.8,5,TX,Dealer,22,28,25
2023,Honda,CR-V EX,New,32905,5,2291,Lunar Silver Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H46PH302254,PH302254,4,5,5,5,4,4,5,TX,Dealer,26.14772727,31.85227273,29
2021,Honda,Passport Sport,Used,38761,4.6,1495,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H24MB038666,V230077A,12038,4.9,4.7,4.8,4.6,4.8,4.8,NE,Dealer,19,24,21.5
2020,Honda,CR-V EX-L,Used,28253,4.5,171,Charcoal,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RW1H85LA004110,H22391A,47288,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer,28,34,31
2022,Honda,Insight Touring,Used,29980,4.6,153,Platinum White Pearl,fwd,Hybrid,automatic,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F91NE010783,LNA1520A,17069,4.6,4.8,4.5,4.7,4.8,4.8,MO,Dealer,51,45,48
2021,Honda,CR-V LX,Used,34998,5,639,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RW1H23MA002501,QA002501,15686,4.9,4.8,4.8,4.8,4.9,4.9,AR,Dealer,28,34,31
2023,Honda,Odyssey EX-L,New,42360,5,2599,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H61PB038908,41991-04,5,5,5,4,4,4,5,TX,Dealer,18.93220339,27.80508475,23.36864407
2023,Honda,HR-V LX,New,23800,4.9,559,Modern Steel Metallic,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ1H30PM726976,726976,10,4,5,4,5,5,5,TX,Dealer,27.03846154,31.76923077,29.40384615
2021,Honda,Pilot Special Edition,Used,36084,5,3028,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H23MB029140,MB029140,39215,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer,19,26,22.5
2019,Honda,Insight EX,Used,25854,4.8,2110,White,fwd,Hybrid,automatic,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F58KE025371,KE025371,17144,4.6,4.8,4.5,4.7,4.8,4.8,AR,Dealer,55,49,52
2020,Honda,Pilot Touring 7-Passenger,Used,32991,4.5,1524,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H61LB018865,T20694B,41206,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer,19,26,22.5
2023,Honda,Ridgeline RTL-E,New,46948,5,140,Radiant Red,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB020904,X376H,0,5,4.8,4.8,4.2,5,5,IA,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,Odyssey EX-L,New,32374.91908,4.5,3710,Pacific Pewter Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H69PB034539,PB034539,8,5,5,4,4,4,5,MO,Dealer,18.93220339,27.80508475,23.36864407
2018,Honda,Civic LX,Used,17999,4.8,66,Taffeta White,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,2HGFC2F59JH574711,P2334,80652,4.7,4.7,4.8,4.8,4.9,4.8,MN,Dealer,31,40,35.5
2021,Honda,Odyssey Touring,Honda Certified,41994,3.9,1075,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H80MB020252,253366A,19349,5,5,4.9,4.8,4.8,5,MN,Dealer,19,28,23.5
2016,Honda,HR-V LX,Used,19998,3.9,1075,Modern Steel Metallic,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H3XGM742713,P410477,33712,4.4,4.4,4.2,4.5,4.6,4.7,MN,Dealer,27,32,29.5
2021,Honda,Pilot EX-L,Used,33495,4.8,7,Modern Steel Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H51MB018870,CW1259B,32619,4.9,4.8,4.8,4.7,4.7,4.8,LA,Dealer,20,27,23.5
